,platform,benchmark,n,time_mili
746,koka_named,scheduler,900,
747,koka_named,scheduler,1200,
748,koka_named,scheduler,1500,
749,koka_named,scheduler,1800,
750,koka_named,scheduler,2100,
751,koka_named,scheduler,2400,
752,koka_named,scheduler,2700,
753,koka_named,scheduler,3000,
754,effekt,scheduler,0,12225.0
755,effekt,scheduler,300,66158.0
756,effekt,scheduler,600,128713.0
757,effekt,scheduler,900,210124.0
758,effekt,scheduler,1200,353794.0
759,effekt,scheduler,1500,476429.0
760,effekt,scheduler,1800,614254.0
761,effekt,scheduler,2100,772147.0
762,effekt,scheduler,2400,1150820.0
763,effekt,scheduler,2700,1510326.0
764,effekt,scheduler,3000,1746416.0
765,lexa,interruptible_iterator,0,0.0
766,lexa,interruptible_iterator,300,32.0
767,lexa,interruptible_iterator,600,64.0
768,lexa,interruptible_iterator,900,95.0
769,lexa,interruptible_iterator,1200,128.0
770,lexa,interruptible_iterator,1500,161.0
771,lexa,interruptible_iterator,1800,192.0
772,lexa,interruptible_iterator,2100,222.0
773,lexa,interruptible_iterator,2400,253.0
774,lexa,interruptible_iterator,2700,284.0
775,lexa,interruptible_iterator,3000,313.0
776,ocaml,interruptible_iterator,0,60.0
777,ocaml,interruptible_iterator,300,1710.0
778,ocaml,interruptible_iterator,600,6540.0
779,ocaml,interruptible_iterator,900,16260.0
780,ocaml,interruptible_iterator,1200,24260.0
781,ocaml,interruptible_iterator,1500,37930.0
782,ocaml,interruptible_iterator,1800,56470.0
783,ocaml,interruptible_iterator,2100,82790.0
784,ocaml,interruptible_iterator,2400,122580.0
785,ocaml,interruptible_iterator,2700,169540.0
786,ocaml,interruptible_iterator,3000,231130.0
787,koka,interruptible_iterator,0,
788,koka,interruptible_iterator,300,
789,koka,interruptible_iterator,600,
790,koka,interruptible_iterator,900,
791,koka,interruptible_iterator,1200,
792,koka,interruptible_iterator,1500,
793,koka,interruptible_iterator,1800,
794,koka,interruptible_iterator,2100,
795,koka,interruptible_iterator,2400,
796,koka,interruptible_iterator,2700,
797,koka,interruptible_iterator,3000,
798,koka_named,interruptible_iterator,0,0.0
799,koka_named,interruptible_iterator,300,103.0
800,koka_named,interruptible_iterator,600,208.0
801,koka_named,interruptible_iterator,900,314.0
802,koka_named,interruptible_iterator,1200,416.0
803,koka_named,interruptible_iterator,1500,514.0
804,koka_named,interruptible_iterator,1800,632.0
805,koka_named,interruptible_iterator,2100,731.0
806,koka_named,interruptible_iterator,2400,835.0
807,koka_named,interruptible_iterator,2700,958.0
808,koka_named,interruptible_iterator,3000,1115.0
809,effekt,interruptible_iterator,0,14142.0
810,effekt,interruptible_iterator,300,57022.0
811,effekt,interruptible_iterator,600,84153.0
812,effekt,interruptible_iterator,900,134910.0
813,effekt,interruptible_iterator,1200,229096.0
814,effekt,interruptible_iterator,1500,340797.0
815,effekt,interruptible_iterator,1800,570192.0
816,effekt,interruptible_iterator,2100,765026.0
817,effekt,interruptible_iterator,2400,896449.0
818,effekt,interruptible_iterator,2700,1036756.0
819,effekt,interruptible_iterator,3000,1174265.0
