,platform,benchmark,n,time_mili
198,koka_named,iterator,0,0.0
199,koka_named,iterator,4000000,43.0
200,koka_named,iterator,8000000,86.0
201,koka_named,iterator,12000000,131.0
202,koka_named,iterator,16000000,172.0
203,koka_named,iterator,20000000,224.0
204,koka_named,iterator,24000000,258.0
205,koka_named,iterator,28000000,303.0
206,koka_named,iterator,32000000,344.0
207,koka_named,iterator,36000000,391.0
208,koka_named,iterator,40000000,439.0
209,effekt,iterator,0,0.0
210,effekt,iterator,4000000,12.0
211,effekt,iterator,8000000,26.0
212,effekt,iterator,12000000,35.0
213,effekt,iterator,16000000,47.0
214,effekt,iterator,20000000,58.0
215,effekt,iterator,24000000,72.0
216,effekt,iterator,28000000,80.0
217,effekt,iterator,32000000,92.0
218,effekt,iterator,36000000,104.0
219,effekt,iterator,40000000,119.0
220,lexa,nqueens,0,0.0
221,lexa,nqueens,1,0.0
222,lexa,nqueens,2,0.0
223,lexa,nqueens,3,0.0
224,lexa,nqueens,4,0.0
225,lexa,nqueens,5,0.0
226,lexa,nqueens,6,0.0
227,lexa,nqueens,7,0.0
228,lexa,nqueens,8,1.0
229,lexa,nqueens,9,3.0
230,lexa,nqueens,10,14.0
231,lexa,nqueens,11,76.0
232,lexa,nqueens,12,424.0
233,ocaml,nqueens,0,0.0
234,ocaml,nqueens,1,0.0
235,ocaml,nqueens,2,0.0
236,ocaml,nqueens,3,0.0
237,ocaml,nqueens,4,0.0
238,ocaml,nqueens,5,0.0
239,ocaml,nqueens,6,0.0
240,ocaml,nqueens,7,0.0
241,ocaml,nqueens,8,1.0
242,ocaml,nqueens,9,7.0
243,ocaml,nqueens,10,30.0
244,ocaml,nqueens,11,152.0
245,ocaml,nqueens,12,856.0
246,koka,nqueens,0,0.0
247,koka,nqueens,1,0.0
248,koka,nqueens,2,0.0
249,koka,nqueens,3,0.0
250,koka,nqueens,4,0.0
251,koka,nqueens,5,0.0
252,koka,nqueens,6,0.0
253,koka,nqueens,7,1.0
254,koka,nqueens,8,3.0
255,koka,nqueens,9,13.0
256,koka,nqueens,10,65.0
257,koka,nqueens,11,343.0
258,koka,nqueens,12,1944.0
259,koka_named,nqueens,0,0.0
260,koka_named,nqueens,1,0.0
261,koka_named,nqueens,2,0.0
262,koka_named,nqueens,3,0.0
263,koka_named,nqueens,4,0.0
264,koka_named,nqueens,5,0.0
265,koka_named,nqueens,6,0.0
266,koka_named,nqueens,7,1.0
267,koka_named,nqueens,8,3.0
268,koka_named,nqueens,9,14.0
269,koka_named,nqueens,10,70.0
270,koka_named,nqueens,11,366.0
271,koka_named,nqueens,12,2084.0
272,effekt,nqueens,0,0.0
273,effekt,nqueens,1,0.0
274,effekt,nqueens,2,0.0
275,effekt,nqueens,3,0.0
276,effekt,nqueens,4,0.0
277,effekt,nqueens,5,0.0
278,effekt,nqueens,6,0.0
279,effekt,nqueens,7,0.0
280,effekt,nqueens,8,0.0
281,effekt,nqueens,9,1.0
282,effekt,nqueens,10,5.0
283,effekt,nqueens,11,25.0
284,effekt,nqueens,12,144.0
285,lexa,tree_explore,0,0.0
286,lexa,tree_explore,1,0.0
287,lexa,tree_explore,2,0.0
288,lexa,tree_explore,3,0.0
289,lexa,tree_explore,4,0.0
290,lexa,tree_explore,5,0.0
291,lexa,tree_explore,6,0.0
292,lexa,tree_explore,7,0.0
293,lexa,tree_explore,8,0.0
294,lexa,tree_explore,9,1.0
295,lexa,tree_explore,10,2.0
296,lexa,tree_explore,11,5.0
297,lexa,tree_explore,12,11.0
298,lexa,tree_explore,13,24.0
299,lexa,tree_explore,14,52.0
300,lexa,tree_explore,15,109.0
301,lexa,tree_explore,16,229.0
302,ocaml,tree_explore,0,0.0
303,ocaml,tree_explore,1,0.0
304,ocaml,tree_explore,2,0.0
305,ocaml,tree_explore,3,0.0
306,ocaml,tree_explore,4,0.0
307,ocaml,tree_explore,5,0.0
308,ocaml,tree_explore,6,0.0
309,ocaml,tree_explore,7,0.0
310,ocaml,tree_explore,8,1.0
311,ocaml,tree_explore,9,1.0
312,ocaml,tree_explore,10,3.0
313,ocaml,tree_explore,11,5.0
314,ocaml,tree_explore,12,8.0
315,ocaml,tree_explore,13,16.0
316,ocaml,tree_explore,14,37.0
317,ocaml,tree_explore,15,77.0
318,ocaml,tree_explore,16,172.0
319,koka,tree_explore,0,0.0
320,koka,tree_explore,1,0.0
321,koka,tree_explore,2,0.0
322,koka,tree_explore,3,0.0
323,koka,tree_explore,4,0.0
324,koka,tree_explore,5,0.0
325,koka,tree_explore,6,0.0
326,koka,tree_explore,7,0.0
327,koka,tree_explore,8,1.0
328,koka,tree_explore,9,2.0
329,koka,tree_explore,10,4.0
330,koka,tree_explore,11,7.0
331,koka,tree_explore,12,15.0
332,koka,tree_explore,13,31.0
333,koka,tree_explore,14,65.0
334,koka,tree_explore,15,137.0
335,koka,tree_explore,16,285.0
336,koka_named,tree_explore,0,0.0
337,koka_named,tree_explore,1,0.0
338,koka_named,tree_explore,2,0.0
339,koka_named,tree_explore,3,0.0
340,koka_named,tree_explore,4,0.0
341,koka_named,tree_explore,5,0.0
342,koka_named,tree_explore,6,0.0
343,koka_named,tree_explore,7,0.0
344,koka_named,tree_explore,8,1.0
345,koka_named,tree_explore,9,2.0
346,koka_named,tree_explore,10,4.0
347,koka_named,tree_explore,11,8.0
348,koka_named,tree_explore,12,16.0
349,koka_named,tree_explore,13,32.0
350,koka_named,tree_explore,14,67.0
351,koka_named,tree_explore,15,141.0
352,koka_named,tree_explore,16,295.0
353,effekt,tree_explore,0,0.0
354,effekt,tree_explore,1,0.0
355,effekt,tree_explore,2,0.0
356,effekt,tree_explore,3,0.0
357,effekt,tree_explore,4,0.0
358,effekt,tree_explore,5,0.0
359,effekt,tree_explore,6,0.0
360,effekt,tree_explore,7,0.0
361,effekt,tree_explore,8,0.0
362,effekt,tree_explore,9,1.0
363,effekt,tree_explore,10,1.0
364,effekt,tree_explore,11,5.0
365,effekt,tree_explore,12,13.0
366,effekt,tree_explore,13,27.0
367,effekt,tree_explore,14,58.0
368,effekt,tree_explore,15,128.0
369,effekt,tree_explore,16,292.0
370,lexa,triples,0,0.0
371,lexa,triples,30,0.0
372,lexa,triples,60,2.0
373,lexa,triples,90,8.0
374,lexa,triples,120,20.0
375,lexa,triples,150,39.0
376,lexa,triples,180,68.0
377,lexa,triples,210,107.0
378,lexa,triples,240,160.0
379,lexa,triples,270,227.0
380,lexa,triples,300,308.0
381,ocaml,triples,0,0.0
382,ocaml,triples,30,1.0
383,ocaml,triples,60,4.0
384,ocaml,triples,90,12.0
385,ocaml,triples,120,28.0
386,ocaml,triples,150,54.0
387,ocaml,triples,180,92.0
388,ocaml,triples,210,146.0
389,ocaml,triples,240,217.0
390,ocaml,triples,270,310.0
391,ocaml,triples,300,424.0
392,koka,triples,0,0.0
393,koka,triples,30,2.0
394,koka,triples,60,20.0
395,koka,triples,90,63.0
396,koka,triples,120,151.0
397,koka,triples,150,293.0
398,koka,triples,180,505.0
399,koka,triples,210,798.0
400,koka,triples,240,1201.0
401,koka,triples,270,1695.0
402,koka,triples,300,2331.0
403,koka_named,triples,0,0.0
404,koka_named,triples,30,2.0
405,koka_named,triples,60,15.0
406,koka_named,triples,90,50.0
407,koka_named,triples,120,118.0
408,koka_named,triples,150,228.0
409,koka_named,triples,180,395.0
410,koka_named,triples,210,622.0
411,koka_named,triples,240,937.0
412,koka_named,triples,270,1323.0
413,koka_named,triples,300,1819.0
414,effekt,triples,0,0.0
415,effekt,triples,30,0.0
416,effekt,triples,60,0.0
417,effekt,triples,90,1.0
418,effekt,triples,120,2.0
419,effekt,triples,150,5.0
420,effekt,triples,180,8.0
421,effekt,triples,210,12.0
422,effekt,triples,240,18.0
423,effekt,triples,270,26.0
424,effekt,triples,300,35.0
425,lexa,resume_nontail,0,0.0
426,lexa,resume_nontail,1000,17.0
427,lexa,resume_nontail,2000,33.0
428,lexa,resume_nontail,3000,50.0
429,lexa,resume_nontail,4000,67.0
430,lexa,resume_nontail,5000,83.0
431,lexa,resume_nontail,6000,100.0
432,lexa,resume_nontail,7000,117.0
433,lexa,resume_nontail,8000,133.0
434,lexa,resume_nontail,9000,150.0
435,lexa,resume_nontail,10000,167.0
436,ocaml,resume_nontail,0,0.0
437,ocaml,resume_nontail,1000,23.0
438,ocaml,resume_nontail,2000,46.0
439,ocaml,resume_nontail,3000,69.0
440,ocaml,resume_nontail,4000,92.0
441,ocaml,resume_nontail,5000,120.0
442,ocaml,resume_nontail,6000,145.0
443,ocaml,resume_nontail,7000,173.0
444,ocaml,resume_nontail,8000,203.0
445,ocaml,resume_nontail,9000,231.0
446,ocaml,resume_nontail,10000,266.0
447,koka,resume_nontail,0,0.0
448,koka,resume_nontail,1000,137.0
449,koka,resume_nontail,2000,279.0
450,koka,resume_nontail,3000,425.0
451,koka,resume_nontail,4000,564.0
452,koka,resume_nontail,5000,718.0
453,koka,resume_nontail,6000,862.0
454,koka,resume_nontail,7000,1020.0
455,koka,resume_nontail,8000,1163.0
456,koka,resume_nontail,9000,1318.0
457,koka,resume_nontail,10000,1472.0
458,koka_named,resume_nontail,0,0.0
459,koka_named,resume_nontail,1000,148.0
460,koka_named,resume_nontail,2000,298.0
461,koka_named,resume_nontail,3000,449.0
462,koka_named,resume_nontail,4000,604.0
463,koka_named,resume_nontail,5000,758.0
464,koka_named,resume_nontail,6000,911.0
465,koka_named,resume_nontail,7000,1069.0
466,koka_named,resume_nontail,8000,1222.0
467,koka_named,resume_nontail,9000,1371.0
468,koka_named,resume_nontail,10000,1522.0
469,effekt,resume_nontail,0,0.0
470,effekt,resume_nontail,1000,11.0
471,effekt,resume_nontail,2000,21.0
472,effekt,resume_nontail,3000,33.0
473,effekt,resume_nontail,4000,44.0
474,effekt,resume_nontail,5000,53.0
475,effekt,resume_nontail,6000,72.0
476,effekt,resume_nontail,7000,80.0
477,effekt,resume_nontail,8000,94.0
478,effekt,resume_nontail,9000,111.0
479,effekt,resume_nontail,10000,115.0
480,lexa,parsing_dollars,0,0.0
481,lexa,parsing_dollars,2000,3.0
482,lexa,parsing_dollars,4000,14.0
483,lexa,parsing_dollars,6000,31.0
484,lexa,parsing_dollars,8000,55.0
485,lexa,parsing_dollars,10000,85.0
486,lexa,parsing_dollars,12000,121.0
487,lexa,parsing_dollars,14000,164.0
488,lexa,parsing_dollars,16000,213.0
489,lexa,parsing_dollars,18000,268.0
490,lexa,parsing_dollars,20000,332.0
491,ocaml,parsing_dollars,0,0.0
492,ocaml,parsing_dollars,2000,16.0
493,ocaml,parsing_dollars,4000,66.0
494,ocaml,parsing_dollars,6000,137.0
495,ocaml,parsing_dollars,8000,268.0
496,ocaml,parsing_dollars,10000,426.0
497,ocaml,parsing_dollars,12000,628.0
498,ocaml,parsing_dollars,14000,889.0
499,ocaml,parsing_dollars,16000,1118.0
500,ocaml,parsing_dollars,18000,1522.0
501,ocaml,parsing_dollars,20000,1740.0
502,koka,parsing_dollars,0,0.0
503,koka,parsing_dollars,2000,31.0
504,koka,parsing_dollars,4000,126.0
505,koka,parsing_dollars,6000,285.0
506,koka,parsing_dollars,8000,510.0
507,koka,parsing_dollars,10000,794.0
508,koka,parsing_dollars,12000,1144.0
509,koka,parsing_dollars,14000,1529.0
510,koka,parsing_dollars,16000,2017.0
511,koka,parsing_dollars,18000,2562.0
512,koka,parsing_dollars,20000,3162.0
513,koka_named,parsing_dollars,0,0.0
514,koka_named,parsing_dollars,2000,30.0
515,koka_named,parsing_dollars,4000,121.0
516,koka_named,parsing_dollars,6000,274.0
517,koka_named,parsing_dollars,8000,482.0
518,koka_named,parsing_dollars,10000,761.0
519,koka_named,parsing_dollars,12000,1086.0
520,koka_named,parsing_dollars,14000,1485.0
521,koka_named,parsing_dollars,16000,1941.0
522,koka_named,parsing_dollars,18000,2458.0
523,koka_named,parsing_dollars,20000,3008.0
524,effekt,parsing_dollars,0,0.0
525,effekt,parsing_dollars,2000,1.0
526,effekt,parsing_dollars,4000,5.0
527,effekt,parsing_dollars,6000,11.0
528,effekt,parsing_dollars,8000,19.0
529,effekt,parsing_dollars,10000,29.0
530,effekt,parsing_dollars,12000,42.0
531,effekt,parsing_dollars,14000,57.0
532,effekt,parsing_dollars,16000,75.0
533,effekt,parsing_dollars,18000,94.0
534,effekt,parsing_dollars,20000,116.0
535,lexa,handler_sieve,0,0.0
536,lexa,handler_sieve,6000,8.0
537,lexa,handler_sieve,12000,27.0
538,lexa,handler_sieve,18000,57.0
539,lexa,handler_sieve,24000,99.0
540,lexa,handler_sieve,30000,152.0
541,lexa,handler_sieve,36000,217.0
542,lexa,handler_sieve,42000,288.0
543,lexa,handler_sieve,48000,373.0
544,lexa,handler_sieve,54000,463.0
545,lexa,handler_sieve,60000,568.0
546,ocaml,handler_sieve,0,0.0
547,ocaml,handler_sieve,6000,28.0
548,ocaml,handler_sieve,12000,106.0
549,ocaml,handler_sieve,18000,236.0
550,ocaml,handler_sieve,24000,416.0
551,ocaml,handler_sieve,30000,650.0
552,ocaml,handler_sieve,36000,942.0
553,ocaml,handler_sieve,42000,1296.0
554,ocaml,handler_sieve,48000,1723.0
555,ocaml,handler_sieve,54000,2229.0
556,ocaml,handler_sieve,60000,2839.0
557,koka,handler_sieve,0,0.0
558,koka,handler_sieve,6000,27.0
559,koka,handler_sieve,12000,101.0
560,koka,handler_sieve,18000,220.0
561,koka,handler_sieve,24000,381.0
562,koka,handler_sieve,30000,583.0
563,koka,handler_sieve,36000,828.0
564,koka,handler_sieve,42000,1109.0
565,koka,handler_sieve,48000,1431.0
566,koka,handler_sieve,54000,1798.0
567,koka,handler_sieve,60000,2208.0
568,koka_named,handler_sieve,0,0.0
569,koka_named,handler_sieve,6000,26.0
570,koka_named,handler_sieve,12000,100.0
571,koka_named,handler_sieve,18000,217.0
572,koka_named,handler_sieve,24000,376.0
573,koka_named,handler_sieve,30000,576.0
574,koka_named,handler_sieve,36000,816.0
575,koka_named,handler_sieve,42000,1097.0
576,koka_named,handler_sieve,48000,1419.0
577,koka_named,handler_sieve,54000,1786.0
578,koka_named,handler_sieve,60000,2195.0
579,effekt,handler_sieve,0,22.0
580,effekt,handler_sieve,6000,54.0
581,effekt,handler_sieve,12000,155.0
582,effekt,handler_sieve,18000,319.0
583,effekt,handler_sieve,24000,592.0
584,effekt,handler_sieve,30000,1145.0
585,effekt,handler_sieve,36000,2069.0
586,effekt,handler_sieve,42000,2728.0
587,effekt,handler_sieve,48000,3173.0
588,effekt,handler_sieve,54000,3700.0
589,effekt,handler_sieve,60000,3989.0
590,lexa,resume_nontail_2,0,0.0
591,lexa,resume_nontail_2,1000,17.0
592,lexa,resume_nontail_2,2000,33.0
593,lexa,resume_nontail_2,3000,50.0
594,lexa,resume_nontail_2,4000,66.0
595,lexa,resume_nontail_2,5000,83.0
596,lexa,resume_nontail_2,6000,99.0
597,lexa,resume_nontail_2,7000,116.0
598,lexa,resume_nontail_2,8000,132.0
599,lexa,resume_nontail_2,9000,148.0
600,lexa,resume_nontail_2,10000,165.0
601,ocaml,resume_nontail_2,0,0.0
602,ocaml,resume_nontail_2,1000,27.0
603,ocaml,resume_nontail_2,2000,60.0
604,ocaml,resume_nontail_2,3000,111.0
605,ocaml,resume_nontail_2,4000,146.0
606,ocaml,resume_nontail_2,5000,168.0
607,ocaml,resume_nontail_2,6000,240.0
608,ocaml,resume_nontail_2,7000,275.0
609,ocaml,resume_nontail_2,8000,317.0
610,ocaml,resume_nontail_2,9000,368.0
611,ocaml,resume_nontail_2,10000,419.0
612,koka,resume_nontail_2,0,50.0
613,koka,resume_nontail_2,1000,4880.0
614,koka,resume_nontail_2,2000,20010.0
615,koka,resume_nontail_2,3000,44860.0
616,koka,resume_nontail_2,4000,78350.0
617,koka,resume_nontail_2,5000,118220.0
618,koka,resume_nontail_2,6000,175640.0
619,koka,resume_nontail_2,7000,225610.0
620,koka,resume_nontail_2,8000,305220.0
621,koka,resume_nontail_2,9000,387900.0
622,koka,resume_nontail_2,10000,468470.0
623,koka_named,resume_nontail_2,0,50.0
624,koka_named,resume_nontail_2,1000,4120.0
625,koka_named,resume_nontail_2,2000,18970.0
626,koka_named,resume_nontail_2,3000,43590.0
627,koka_named,resume_nontail_2,4000,78900.0
628,koka_named,resume_nontail_2,5000,125550.0
629,koka_named,resume_nontail_2,6000,179000.0
630,koka_named,resume_nontail_2,7000,229560.0
631,koka_named,resume_nontail_2,8000,292550.0
632,koka_named,resume_nontail_2,9000,362340.0
633,koka_named,resume_nontail_2,10000,420620.0
634,effekt,resume_nontail_2,0,0.0
635,effekt,resume_nontail_2,1000,15.0
636,effekt,resume_nontail_2,2000,26.0
637,effekt,resume_nontail_2,3000,42.0
638,effekt,resume_nontail_2,4000,63.0
639,effekt,resume_nontail_2,5000,77.0
640,effekt,resume_nontail_2,6000,106.0
641,effekt,resume_nontail_2,7000,109.0
642,effekt,resume_nontail_2,8000,133.0
643,effekt,resume_nontail_2,9000,151.0
644,effekt,resume_nontail_2,10000,212.0
645,lexa,scheduler,0,0.0
646,lexa,scheduler,300,28.0
647,lexa,scheduler,600,55.0
648,lexa,scheduler,900,82.0
649,lexa,scheduler,1200,109.0
650,lexa,scheduler,1500,136.0
651,lexa,scheduler,1800,164.0
652,lexa,scheduler,2100,191.0
653,lexa,scheduler,2400,218.0
654,lexa,scheduler,2700,246.0
655,lexa,scheduler,3000,273.0
656,ocaml,scheduler,0,0.0
657,ocaml,scheduler,300,32.0
658,ocaml,scheduler,600,69.0
659,ocaml,scheduler,900,99.0
660,ocaml,scheduler,1200,159.0
661,ocaml,scheduler,1500,195.0
662,ocaml,scheduler,1800,233.0
663,ocaml,scheduler,2100,275.0
664,ocaml,scheduler,2400,366.0
665,ocaml,scheduler,2700,406.0
666,ocaml,scheduler,3000,466.0
667,koka,scheduler,0,0.0
668,koka,scheduler,300,294.0
669,koka,scheduler,600,590.0
670,koka,scheduler,900,887.0
671,koka,scheduler,1200,1189.0
672,koka,scheduler,1500,1493.0
673,koka,scheduler,1800,1795.0
674,koka,scheduler,2100,2101.0
675,koka,scheduler,2400,2408.0
676,koka,scheduler,2700,2720.0
677,koka,scheduler,3000,3035.0
678,koka_named,scheduler,0,
679,koka_named,scheduler,300,
680,koka_named,scheduler,600,
681,koka_named,scheduler,900,
682,koka_named,scheduler,1200,
683,koka_named,scheduler,1500,
684,koka_named,scheduler,1800,
685,koka_named,scheduler,2100,
686,koka_named,scheduler,2400,
687,koka_named,scheduler,2700,
688,koka_named,scheduler,3000,
689,effekt,scheduler,0,12740.0
690,effekt,scheduler,300,64597.0
691,effekt,scheduler,600,127055.0
692,effekt,scheduler,900,210723.0
693,effekt,scheduler,1200,352504.0
694,effekt,scheduler,1500,473361.0
695,effekt,scheduler,1800,616353.0
696,effekt,scheduler,2100,778921.0
697,effekt,scheduler,2400,1176240.0
698,effekt,scheduler,2700,1510547.0
699,effekt,scheduler,3000,1741290.0
700,lexa,interruptible_iterator,0,0.0
701,lexa,interruptible_iterator,300,33.0
702,lexa,interruptible_iterator,600,64.0
703,lexa,interruptible_iterator,900,97.0
704,lexa,interruptible_iterator,1200,130.0
705,lexa,interruptible_iterator,1500,164.0
706,lexa,interruptible_iterator,1800,195.0
707,lexa,interruptible_iterator,2100,226.0
708,lexa,interruptible_iterator,2400,258.0
709,lexa,interruptible_iterator,2700,292.0
710,lexa,interruptible_iterator,3000,321.0
711,ocaml,interruptible_iterator,0,60.0
712,ocaml,interruptible_iterator,300,1700.0
713,ocaml,interruptible_iterator,600,6260.0
714,ocaml,interruptible_iterator,900,13750.0
715,ocaml,interruptible_iterator,1200,24220.0
716,ocaml,interruptible_iterator,1500,37990.0
717,ocaml,interruptible_iterator,1800,56329.0
718,ocaml,interruptible_iterator,2100,82750.0
719,ocaml,interruptible_iterator,2400,122430.0
720,ocaml,interruptible_iterator,2700,169350.0
721,ocaml,interruptible_iterator,3000,231600.0
722,koka,interruptible_iterator,0,
723,koka,interruptible_iterator,300,
724,koka,interruptible_iterator,600,
725,koka,interruptible_iterator,900,
726,koka,interruptible_iterator,1200,
727,koka,interruptible_iterator,1500,
728,koka,interruptible_iterator,1800,
729,koka,interruptible_iterator,2100,
730,koka,interruptible_iterator,2400,
